InstrumentID,ExchangeID,UpdateMicroSecond,BidLevelCount,AskLevelCount,BidLevels,AskLevels,Status,h_extra_nano,h_nano,h_msg_type,h_request_id,h_source,h_is_last,h_error_id,j_name
btc_usdt,kucoin,1575637854189533706,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47531725091764@47532275010640;,-67087152,0,1575637854206394244,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854190183352,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854206523581,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854190822456,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854206636921,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854191466977,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;1000000@736400000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;,37409333@736620000000;693784@736630000000;16000000@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854206735135,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854203593441,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;1000000@736400000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532335964712;,-67079984,0,1575637854206842360,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854204273567,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;4000000@736430000000;1000000@736400000000;500000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854206941509,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854204629732,20,19,2000000@736610000000;614074@736600000000;1000000@736460000000;1000000@736450000000;16000000@736440000000;1000000@736400000000;500000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854207044974,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854204966940,20,19,2000000@736610000000;614074@736600000000;1000000@736450000000;16000000@736440000000;1000000@736400000000;500000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532275010640;,-67079984,0,1575637854207144868,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854214227479,20,19,2000000@736610000000;614074@736600000000;500000@736450000000;16000000@736440000000;1000000@736400000000;500000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;13632061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532335964712;,-67079984,0,1575637854236131422,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854214576919,20,19,2000000@736610000000;614074@736600000000;500000@736450000000;16000000@736440000000;1000000@736400000000;500000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532335964712;,-67079984,0,1575637854236235526,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854221565416,20,19,2000000@736610000000;614074@736600000000;500000@736450000000;16000000@736440000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;47532275012288@47532335964712;,-67079984,0,1575637854236330842,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854222231074,20,20,2000000@736610000000;614074@736600000000;500000@736450000000;16000000@736440000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-128054048,0,1575637854236426159,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854222574060,20,20,2000000@736610000000;614074@736600000000;500000@736450000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854236524839,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854222920856,20,20,2000000@736610000000;614074@736600000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;17345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854236623560,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854236144405,20,20,2000000@736610000000;614074@736600000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,37409333@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854236724336,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854236506171,20,20,2000000@736610000000;614074@736600000000;1000000@736400000000;1000000@736390000000;11790000@736380000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,26876774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854240145928,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854236852576,20,20,2000000@736610000000;614074@736600000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;,26876774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854240246517,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854237528254,20,20,2000000@736610000000;614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;,26876774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854240344892,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854245545095,20,20,614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;,26876774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854273136931,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854251807433,20,20,614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;,38916774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;128916342@737050000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854273234095,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854252465298,20,19,614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;,38916774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;47531725091764@47532275010640;,-67081776,0,1575637854273335895,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854258797727,20,20,614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;12032061@736020000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;,4267932@736610000000;38916774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854273432797,106,-1,20,1,0,TD_MOCK
btc_usdt,kucoin,1575637854259149767,20,20,614074@736600000000;2000000@736410000000;1000000@736400000000;1000000@736390000000;4000000@736370000000;15280000@736330000000;10007491@736310000000;1600000@736260000000;40079880@736220000000;13085441@736140000000;12500000@736130000000;4010687@736120000000;129042949@736040000000;28145549@736030000000;3595387@735990000000;58316068@735980000000;387176707@735940000000;161320388@735850000000;14244682@735820000000;108728151@735780000000;,4267932@736610000000;38916774@736620000000;693784@736630000000;1345386@736660000000;15054547@736710000000;12030000@736750000000;10064881@736800000000;40079880@736850000000;2005407@736860000000;4010965@736880000000;12500000@736910000000;7137660@736920000000;7294969@736930000000;17661726@736940000000;12032402@736950000000;693784@737090000000;30187784@737100000000;386701799@737140000000;172012944@737240000000;9966552@739460000000;,-67096560,0,1575637854273528653,106,-1,20,1,0,TD_MOCK
